State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MD,150,776,219-8492,yes,no,0,8.543142394682631,6,4.627679387713609,4.317034222543235,4,6.534700392386739,5.754185545796009,50,6.748994369970296,3.8806357600302,6,4.399163788948849,3,True.
MD,195,776,617-8233,yes,yes,700,0.5357338621346059,2,3.454143105926316,2.0688094007438487,2,3.177007327278,3.0504250951211915,350,3.0656463231337807,2.905261892634812,9,0.4904903952768036,7,False.
IN,48,737,431-7600,no,yes,600,5.324478774508263,4,3.1825258394832963,6.320753609718956,1,6.334612747676481,3.8939130008194014,200,4.848672833996445,4.627846370832938,5,7.07280765715802,5,True.
NH,99,787,220-4363,no,yes,400,3.217385013972557,5,2.2682964548063804,2.761435285976213,0,5.319537501184064,3.887869671368105,150,6.767502529562785,4.487540505588964,3,1.192992241916197,9,False.
WY,194,878,348-5877,no,no,0,7.408686034106424,0,7.348816240848419,6.069590393498962,1,6.7082823921847154,0.1760620285235425,250,7.0124532119089285,5.477112671344076,5,3.234588886381798,8,True.
DE,16,686,581-7593,no,no,0,3.4532978165052297,3,4.811760429678696,4.734699101442495,4,4.115533972233138,4.294974657745833,350,5.392883643696506,7.294052117638829,4,3.3200276037214254,6,False.
PA,129,806,104-7518,yes,no,0,6.344491314163832,4,6.617440334553639,6.923819383214967,4,4.513037266535805,3.856966513930062,250,6.149185634244004,6.3947140582059685,5,3.725897228591164,7,False.
NM,162,787,949-3909,no,yes,400,6.450101483306322,2,7.0798674981894205,3.484544816481989,4,6.266142421551149,4.624087573289991,150,3.666684439736872,6.463449776771304,5,6.924511986794503,4,True.
GA,162,716,757-6808,no,yes,800,1.6207905571920556,6,2.200009539917927,3.3572643913609794,0,6.129047519262753,2.00225075025913,300,3.9656907086422537,4.386034823895304,6,2.9590580772478434,8,False.
VT,194,868,750-3570,no,no,0,1.5001810389280623,5,2.339304240510504,2.599510846937969,6,4.43121423468599,5.739848611249791,200,4.443771695965427,5.347544233666163,2,3.968478265026989,4,False.
KS,134,758,222-6845,yes,yes,200,7.001277334306577,2,8.004218462585232,6.415271577332996,4,5.176583350231663,3.122152138523916,300,6.287427647203444,5.7944631678137295,4,3.795398305482105,6,True.
NM,7,787,128-2146,yes,no,0,3.170744935037698,4,2.592199900829884,3.7274449096324425,1,4.890297456784547,2.656077672508958,150,7.265429137335661,5.584028703838648,3,0.991373115794402,10,True.
NM,107,787,211-8062,no,yes,400,7.137216922528944,1,5.85925607651123,5.623347178238138,0,6.295847129028493,3.9160376057670714,250,5.673699163087493,5.461467477220299,5,5.539792500088903,5,True.
PA,167,806,715-5246,no,yes,500,0.7839074560561325,5,2.726404902912609,3.2577463554758697,2,2.517678807429514,3.937445098159351,150,5.844933519971509,5.355266134828684,3,0.984090399606564,9,True.
IN,81,737,338-8101,yes,yes,700,6.330666323214035,1,6.956164959561271,6.1717311477365895,3,4.664342898635448,6.324410545393304,300,3.2667287860132737,5.805604782125601,7,6.758390461689169,5,False.
NH,193,787,504-9321,no,no,0,2.029574051263284,6,1.907698055263919,3.965906747456338,3,2.978800494021145,1.945951747174537,150,3.7883408145169177,3.5201273210259094,1,5.993683775242025,5,False.
NJ,71,787,116-2364,no,no,0,7.390948297118488,5,4.771003257996777,5.208541669797308,1,7.666677978203516,5.613518503524022,100,4.133387481493825,4.644341065658332,4,9.215536825869988,4,True.
AZ,141,659,472-8238,no,no,0,0.5761105675307707,5,2.712184234724784,1.322773358062986,3,4.3599268305004975,2.4274990481329293,250,4.456376730300487,4.389190595111154,5,1.292864169858933,6,False.
OK,173,797,483-3337,yes,no,0,7.7532078622997,4,7.013515006749633,5.452145221535526,5,5.860501606823448,5.791066599757473,150,4.361800152017595,4.088621382038935,6,6.628982493553467,3,True.
MS,130,778,785-4311,no,yes,300,8.601120850132391,2,6.900346725084215,7.658501242345309,0,8.156492710892572,3.27511255140618,250,5.037140970915467,6.870553949825408,3,9.266549359861196,5,True.
PA,170,806,436-1405,yes,yes,200,1.9867698217270224,4,3.4627631115276025,6.401380500769106,6,0.4313563799328754,2.927281617199908,250,3.244815291363795,5.5420024335638,3,6.100760561095229,4,False.
ND,13,786,216-4951,no,yes,500,6.682522473398528,0,7.090187586235851,4.413496270469705,4,4.243444073501059,3.9705487357430647,200,6.70279716544646,5.436341928181614,4,4.857233593817968,4,False.
KY,16,758,983-2717,no,no,0,0.3760861946208038,4,1.9676960335698728,3.606650802036481,2,3.825558273525973,4.398314701508775,150,4.411016995887912,5.531913122017777,1,5.394211538987403,6,False.
MD,12,776,322-3727,yes,yes,400,6.13003404657745,5,4.422406299268275,7.438036936190972,1,6.9995293167396415,2.85325763441828,200,6.081388460251155,4.087819165653,2,6.242404939414849,8,True.
AL,96,657,873-7689,no,yes,1100,5.394180973494273,1,5.150322044121083,5.840631323494123,0,5.284191496362572,5.815414181648443,400,2.536768971975719,5.258156448374207,10,5.241804609618359,7,False.
IN,140,737,331-5751,yes,no,0,3.2294202559197576,4,3.1650820605916827,2.440152809792223,8,0.2645430898924843,2.3522738978288897,300,3.8691763484913535,5.393439248879196,4,1.784764820129817,4,False.
KS,177,758,767-3772,no,yes,400,1.9894726742911728,2,4.873282386052369,5.101521060635097,4,3.335998602029517,4.563861095223043,150,2.5174096383828024,6.802837719011328,3,8.940477466178425,3,False.
IL,77,737,344-1872,yes,yes,500,3.9134965226471694,4,2.437047669681645,1.8000582651017734,4,1.353862976036455,1.4074305233367608,200,2.3037530352466087,4.473629714679468,4,4.2321810274483695,5,False.
LA,147,766,772-9686,no,no,0,4.541621239613658,6,4.459702113456612,5.008778802317408,3,5.355108981133398,1.98832603101534,300,7.050588443134549,5.319574351619721,5,1.8442716909739367,7,False.
IL,159,737,732-8646,yes,yes,200,7.021202523757398,5,6.340835125436497,6.983686646080811,5,5.117872174662205,4.561158932412692,250,6.421251944896772,4.446251786505126,4,3.2897870724741507,6,True.
VA,33,866,680-7167,no,yes,800,0.2141237894772478,5,2.7478071936039283,6.667249735161519,0,3.7105697501024593,1.397775006624797,300,3.788410955714685,6.125858768956448,4,7.693159660816305,5,False.
DC,186,686,175-6373,yes,no,0,4.3354586106374615,4,5.16860957660414,6.139365840621347,2,3.1414338858708453,2.331157943395466,250,7.239787452066311,2.6863463418910487,6,0.4451438675276495,9,True.
MS,169,778,453-8030,yes,no,0,5.811237247030059,4,5.11904445765091,5.660019507419735,2,5.906776785743621,5.270007572486482,450,4.615296911074784,3.364166169590745,8,2.260283241629036,8,False.
KY,129,758,578-6315,yes,no,0,8.142711854458256,5,4.187656852821084,7.629650190128229,0,7.241309800413201,5.1374966513239375,150,4.893032292679506,6.242771634168003,6,8.795026010358642,3,True.
TX,18,848,407-6960,no,no,0,2.8378412966328157,5,3.1000144979667743,2.970262205973612,1,5.492436007153748,3.158801580245888,250,4.445534129626168,4.801037078040015,7,2.023444793354263,7,False.
OH,76,797,376-8601,yes,yes,700,2.1875098931224346,5,0.6088583927529267,0.0455760258141522,0,6.920006270009951,4.224306376704783,250,6.017782210517578,2.7430659868814065,3,1.518320665990629,7,False.
DC,35,686,769-4122,no,yes,200,1.7628621614160482,5,4.226787128590498,3.124011652824765,7,3.6672381769542186,4.869689824249578,200,4.456799859684761,6.330390140810188,2,4.074113177630737,4,False.
LA,71,766,489-8673,yes,no,0,12.87170796555325,0,8.970784992501844,7.985448692482298,0,9.589720064155015,2.630242537389202,200,6.739358010063133,6.716300962635072,5,7.616497907963785,5,True.
AK,51,657,573-2481,yes,yes,0,8.03785547407502,4,6.555691302508134,5.523507323549699,5,4.642962163504993,4.428349922522934,200,8.806191965635316,4.319411027267177,5,1.0675171120966898,8,True.
NC,96,786,478-5110,no,no,0,4.669590297491116,4,0.1236976443886623,4.336279372991906,1,1.0212743935511588,0.4227652451247561,350,4.555172246466489,6.442456813487534,3,1.8788232144459716,7,False.
SD,98,836,548-8539,no,no,0,9.55099045994437,3,7.9216458003611665,5.468413422453654,5,6.336644747044844,5.521077376627537,100,4.345415456666534,4.377045098045069,7,7.178578389950317,2,True.
DE,33,686,291-7408,no,yes,700,0.8544833773904967,2,4.958971038258331,3.800313664929375,7,1.963884024475703,4.44052833698736,450,3.8643539543458014,4.349945251610467,6,2.896490707021929,4,False.
LA,59,766,990-4019,yes,no,0,5.34468286327793,1,5.91484368245258,5.138897318651509,2,4.685441701968229,3.8474975567834826,250,5.0506835001656745,5.548700467389276,5,4.715077515006726,6,True.
FL,84,707,296-2019,no,no,0,9.930887543691018,3,0.982605608549738,0.4634088485317367,2,0.7431066275461733,1.281959782067351,250,1.0268444443615876,5.3062074304166345,5,2.747493874453068,4,False.
KY,37,758,950-3732,yes,yes,400,3.909542104387774,5,4.940389585760423,3.0624360263982866,4,2.799597453955869,3.0194285993039416,150,7.25168147438634,4.719908362556377,6,1.826038708491496,9,True.
VT,97,868,510-5707,yes,yes,600,7.019000917847654,7,2.0841738869146544,4.649786858223724,3,7.688935740668256,3.5711388523405336,0,6.740662539368157,6.290167096881478,5,4.480320674341611,7,True.
CT,195,678,545-5994,no,no,0,5.057986054257849,4,5.698207653954805,3.621015721466905,4,4.019636486109369,3.954935248030365,100,6.19053672460478,7.275178233880426,5,0.6257622220580936,8,True.
MS,75,778,249-5423,no,yes,500,1.5621887774515697,2,1.918031820542914,4.342317041247941,2,4.25055154536295,2.561430560712475,150,5.1163652731986105,4.984313820848324,3,5.375664019229638,7,False.
KY,80,758,155-2010,no,no,0,1.085652294078468,5,0.3336799614971015,5.405487403007682,2,3.229611700129494,3.044118363987888,150,6.063850167595732,5.13465012601457,5,1.9073415548583164,9,True.
MA,68,776,340-7244,no,no,0,3.4458347652932453,3,6.4977271911693455,3.1754872801548544,5,2.807407826663497,3.0978449684718496,150,6.45453587242219,4.623003997180161,4,0.1188391739419261,8,True.
AK,35,657,253-7577,yes,no,0,2.05796533167263,2,6.856364919403106,9.928294967184549,4,0.9334234044922276,3.0493925828612465,300,2.1593326940109083,5.12281547162478,6,9.699708712512544,3,False.
NV,171,788,638-6590,no,yes,0,2.506859718008731,0,7.538188755354506,4.820771773531337,4,2.3299324964462103,2.1659704947479947,300,5.942645545142931,4.763000674726517,2,0.0457999741645789,11,True.
OH,135,797,626-4078,yes,no,0,2.3911613896199944,1,3.52983926787042,1.030799637347367,3,3.806145617575788,4.397652533565311,400,5.492169203885702,4.31232416993349,8,2.7512164264050485,8,False.
IA,123,736,675-7454,no,yes,600,5.545423099202928,4,4.97837885529677,5.728277435400704,0,5.475182062475464,2.843517134026077,250,5.513853276592678,4.3741789032708684,7,3.4569544141702995,7,True.
OK,197,797,208-2116,yes,no,0,1.6729580986651422,7,4.3517266561984185,4.365247789704788,8,2.140599690962881,1.251755559768752,300,2.6767068137438463,4.328597825517013,4,4.23962439487921,4,False.
KY,17,758,799-7444,yes,yes,300,1.6688495880983556,3,4.419330067654432,5.417520272785157,4,0.722984444537671,1.0981876817281413,150,2.609013313858778,3.4639617165178738,5,5.675513664647078,5,False.
NM,145,787,950-4934,yes,no,0,8.976371877601212,6,2.619677052096052,5.803882849575684,5,9.074918869980811,2.4646776202463307,50,6.440822867169221,6.336271815791598,8,6.264807902979118,5,True.
MI,120,777,922-8071,yes,no,0,8.752430794284132,4,5.460188461649857,8.179133162842252,1,7.4485624287487795,5.843048121062603,200,4.356402649997818,4.5269849198830965,5,10.023586578556392,3,True.
NC,50,786,431-1523,yes,no,0,2.4062308702954605,3,1.0495040704918353,3.652884321919938,2,2.252663785388171,3.016401701801743,300,2.8982322522615203,5.100720958123494,5,3.5304715830893296,6,False.
OH,51,797,421-4076,no,yes,500,4.784240779860098,6,4.8110815654451615,5.695841449254874,2,4.976990463901756,3.512363441743769,200,6.348672925547014,5.572282037270906,3,3.663204544243603,8,True.
MN,84,777,939-5959,yes,no,0,10.320318176338889,1,6.858070664179049,6.918951666573872,3,8.267219463335456,7.06647255836832,200,4.037183627384747,4.760887906089754,5,10.68239386136459,1,True.
AL,9,657,299-1356,yes,no,0,5.4605486569196335,4,4.9642464368092005,4.68329245765514,3,4.998191212735506,3.127461358374604,250,7.291615053311799,3.3815407826737323,5,0.366257532466558,7,False.
FL,118,707,351-5228,no,yes,400,1.3348849067431776,4,5.2978719590494,4.932970233091512,7,2.6970954625333383,3.474562071552918,250,3.2733541504931,6.235270910473639,5,5.423735019155748,4,False.
PA,134,806,500-3991,no,yes,300,5.820450556525274,4,4.600784140442933,4.992989175802916,2,4.625181785780138,4.078818176068134,150,6.696406281623073,5.151543307930667,6,1.7414574716677538,7,True.
NC,84,786,568-9202,no,no,0,4.775765502325959,4,4.0136305570543,6.316234301622192,1,5.5498023655311135,3.6870731537382113,250,6.003533495607623,5.808190845390889,3,6.302589716497595,6,False.
RI,161,827,498-5428,yes,no,0,3.5863608324990057,3,2.5686541124220046,3.328364317585636,3,0.885537285948649,2.2078996571159237,200,1.451911133390444,5.693956120582958,5,5.194283216867538,5,False.
AK,56,657,984-6192,yes,yes,400,8.66540285419406,2,6.328037967228844,4.878857382557083,3,7.593891972213793,6.778797072640646,100,3.5535131749312474,5.396153123991815,4,10.073216677096603,2,True.
NE,164,786,309-8312,no,yes,500,0.7828182773495858,1,2.5798926554269843,1.0415818928452023,1,2.828205186633605,4.354494052749615,50,2.137917191597413,4.948561456678836,4,5.451368442017416,6,False.
TN,80,847,769-3674,no,no,0,5.453436866283634,2,5.816679164310404,7.843195057131799,0,5.052363936409618,3.3511783709913074,250,4.344227456650556,5.41447450131267,5,7.305789425111124,6,True.
SC,183,836,192-8739,no,yes,600,3.790040379628836,2,2.9017374069633144,0.7465146944088961,1,5.64822628581977,4.544645244339108,200,5.965990464839339,6.517899896553113,5,1.903288904543214,7,False.
VA,137,866,608-5339,yes,yes,400,7.51870302423347,6,6.348369108021693,9.078378705997752,2,5.684583213944519,2.363212403663206,150,7.401482794379964,5.786972828789338,2,7.436345326404725,5,False.
AR,117,658,812-3729,no,yes,400,4.598860801783222,2,5.342785958275529,7.808073313775781,1,3.934753750204672,3.2365918773049,300,4.640571779368364,4.166398742388497,6,4.862287758810069,7,True.
NJ,149,787,675-8878,no,yes,700,4.002886041456216,6,2.971398519627679,3.751873855988556,2,6.6186643962945215,4.910714369308952,250,4.491257425732593,5.227159413006156,4,5.361031072414613,6,False.
WY,200,878,453-5368,no,yes,300,6.906995678643192,4,6.184137866650737,7.343630454174998,3,5.831069522574922,5.764845732912542,200,4.257932554200497,3.295589468528888,4,7.511029642493071,5,True.
AK,84,657,989-9277,no,no,0,1.6817607109103645,4,4.749875132763754,2.401173103628439,6,3.8063915047904975,4.032828593942031,250,3.050833384627235,3.5665100432697026,6,4.461158599788242,3,False.
NH,66,787,978-2682,yes,no,0,10.696301119958976,3,8.478122563972377,6.291299810499063,5,7.025189386424036,7.414348820895533,350,4.930026472796706,4.154617968284795,8,4.207292103449342,6,False.
MA,14,776,631-8665,no,yes,200,6.149091458873842,4,4.696910300700118,5.410659341612455,3,4.871022845960543,5.337413586443368,150,7.149150581200192,6.912171467435526,4,1.721324914865693,8,True.
NM,51,787,305-2439,yes,no,0,0.9237483180808912,5,4.183217236241223,6.45630088787944,2,2.909033903282818,2.165239336857465,300,2.9112423951786237,4.047648971456885,7,4.346788751715328,6,False.
FL,196,707,544-4149,no,no,0,10.156779647935965,1,7.756099480916407,5.384076504215439,1,8.599785075255978,2.209863876375124,250,6.731094332696575,6.7912204013619375,5,5.251147578181838,4,True.
NJ,44,787,868-3675,no,yes,400,7.939835839009078,2,5.709942119312301,5.745162350065966,0,7.444063058596814,4.801185856525246,150,4.83046506872283,6.351727313339119,4,8.136295374122898,4,True.
NY,189,788,768-7803,no,no,0,7.674096545526039,4,5.449997925820211,7.757318023741788,0,6.64675980169006,3.8792699631703993,150,4.935096038445328,4.408287467291758,6,7.740562017699574,5,True.
OR,15,798,363-7793,no,no,0,0.7435166395949784,5,1.3955033657917664,3.25152707259988,0,2.453291779817079,3.77516113442796,100,5.370111060361971,5.795748074688016,6,0.8354997049810935,9,True.
AL,114,657,891-9059,no,yes,400,10.903889422654874,4,7.108563478391906,5.94560153315781,0,9.112759160588624,3.4625965890525747,50,5.67135453059153,5.770841302549707,5,7.921505508801903,4,True.
OR,105,798,913-2589,yes,no,0,0.700306897000158,3,1.573607482203283,0.2090334863160832,1,4.986921445182944,5.189811212200066,200,2.862362488388735,3.5847292632291072,6,3.1248353242153817,6,False.
IN,56,737,452-5959,no,yes,200,9.985060198895429,4,8.596356948650115,5.603399556915452,4,6.010158606625764,3.361136673656561,150,6.34591612110756,4.709837367147643,8,2.607254629584815,5,True.
KY,36,758,115-8785,yes,yes,600,3.4664905313015666,2,4.079807261263433,6.577302726159638,0,4.197789074804921,4.043574577139868,200,4.083277557118214,6.571226061417132,4,7.455053954675391,6,False.
IL,23,737,604-1087,yes,no,0,9.414111222651124,6,5.307667483882054,4.8238819975276,5,6.392185514733942,7.14473733830263,100,5.972357471734312,6.575749352173486,7,4.428299979245333,3,True.
AK,191,657,405-9807,no,yes,200,15.342823996492385,5,7.107593123399916,4.12844427547333,3,10.66869938192772,6.432561475298468,0,8.655868477350644,5.429031157066771,6,5.2625714862178485,2,True.
IN,178,737,174-2682,no,no,0,5.651615598002177,4,7.241275520218955,8.947790629120071,6,3.586913896411962,6.580056065309757,300,3.2351915452788784,3.7536453286922495,4,9.629885204331703,3,False.
WV,185,878,204-7156,yes,yes,300,7.739822759240614,3,7.115571171058571,8.199521963812302,1,6.276351870398066,1.5664130821325473,300,6.992361276626212,3.635505624447039,4,4.607518377651463,7,True.
PA,33,806,291-2228,no,no,0,9.622645930122626,4,5.896446902004501,5.990395706176216,1,7.813885177924911,4.737491920304484,100,6.993218613088303,5.735097078352419,4,5.818775332951268,5,True.
AK,105,657,600-3967,yes,no,0,10.254886910986318,4,6.261717005866492,9.6230010596322,1,7.734426423494495,2.2160998524076723,250,6.978859081551264,5.029987001446467,7,5.357433093604234,6,True.
TX,7,848,627-7854,yes,yes,300,10.201128793454949,4,5.570634649569061,7.89136140796127,0,7.379606964969308,4.372409476780572,150,6.472354404225861,5.268057853504796,7,5.645781648907163,4,True.
WV,180,878,590-7290,yes,no,0,5.3046485073221845,3,3.31851245472197,5.855006551300043,1,4.908415447161127,6.588823283246682,150,6.664338417923827,4.957922177162827,2,4.305541068412058,8,False.
SC,68,836,169-9564,yes,yes,200,11.363560347481084,4,5.113695373932382,4.60730955547621,0,8.874506678053594,3.762435923490093,50,9.081830964800975,5.216857359243196,5,2.0230890758844766,6,True.
MI,110,777,629-7231,yes,yes,500,0.09715015493913,3,2.853704611015367,2.6934495528636164,2,3.3818456461209347,4.005174756579108,200,1.707638203895136,5.687070857469937,6,5.02536628724252,5,False.
OH,197,797,303-2675,yes,no,0,4.341854632283545,5,4.92438939606739,5.594001448934943,5,4.489117709850573,3.2749548336673087,350,6.292164802537434,5.609530008471873,5,1.7744410682760807,6,False.
TN,39,847,653-5176,yes,yes,400,8.394324773068279,1,6.674053551383066,5.69811184319733,1,6.503306429605377,3.380795063217024,250,6.274710785535742,5.8610294778584935,6,5.537825162718173,4,True.
TN,195,847,633-5940,no,yes,0,10.749696038025952,2,11.439491275578884,6.234207612967772,7,6.615322702566851,3.0155538299757154,250,5.507279297277261,4.8429714364861765,6,4.644274947661977,4,True.
VT,45,868,319-6682,no,yes,400,6.992010067877414,1,6.2809825976097695,4.248790825218415,2,5.068449219868351,6.653499925367434,50,4.200072654989266,3.510490093377742,5,5.97086505898908,6,False.
IN,33,737,740-2610,no,yes,300,8.302520040690593,3,6.509791808451869,5.443756903187849,2,6.362503188620206,3.9922382382564656,150,5.002614554652508,5.356695089888201,7,5.533526804602525,3,True.
NE,108,786,771-9324,yes,yes,300,6.949113754880219,4,7.700329838468121,5.080161131908185,6,4.909694799703953,5.071816670742178,200,5.528941013366479,5.206522913840251,4,3.630172651323045,6,True.
AZ,200,659,149-6759,no,yes,700,6.934717050775587,4,3.316456755651488,4.196134205820709,1,6.151948054556912,4.142167581737291,100,5.873022319123157,5.670477627810085,8,3.4773946800802165,5,True.
MS,48,778,629-7573,yes,yes,500,4.074489896769329,1,4.980752407154701,3.356412773462964,0,4.936372163720758,1.90517593690035,300,6.643148633486055,4.558869579981607,4,1.6051352949609825,8,True.
NE,22,786,575-8104,no,yes,1000,1.8759732720759883,1,3.9109409657759935,2.055816199123499,3,1.7209124297185556,3.125312256394916,350,0.608617440725256,4.743993869624559,9,4.713081890485213,5,False.
OR,198,798,323-7038,yes,no,0,6.107733987443155,2,5.115415791334071,6.55427860553147,1,5.736524588296527,4.772146374385637,250,3.8831452012461463,5.032975567497666,6,7.489060003149477,3,True.
CO,30,677,186-7940,no,no,0,9.189129286472216,3,6.873393935053355,5.675996486639447,2,7.144622933550751,4.260741937685662,150,7.08661818642943,3.89093914331718,3,4.339267039262694,6,True.
NJ,78,787,636-5397,yes,no,0,1.2749435783086749,4,2.1189961813240705,1.7213714739105006,4,4.423270736872867,5.017666177347216,250,4.471765449620763,2.924595512112155,4,3.5366737759151814,5,False.
NE,194,786,863-5301,no,yes,800,0.8069346301198381,2,2.868106098070454,3.700894970038908,3,2.575611922460231,6.249912338825782,250,1.5504550144261486,5.560650220019188,3,9.065667877764923,4,True.
AK,86,657,699-4466,yes,no,0,6.477521781882992,5,4.72022162678009,5.162886278078632,3,5.321182620911475,4.635510038918055,200,7.011972401808316,5.580993517519422,5,2.569948137453979,6,True.
OK,199,797,675-4455,yes,no,0,5.727677582256371,1,7.978747291542749,7.547797098255732,4,4.394670351414174,2.950154765623888,300,4.435812553942932,4.77456312327466,5,5.419188079653313,5,True.
CO,100,677,793-6142,no,no,0,7.760349335386204,3,8.10766896183796,4.422454730959796,5,6.987746754371487,5.001718449362355,150,4.96039828084092,4.801346676479901,2,7.690218545242006,4,True.
MD,196,776,589-4595,no,no,0,2.0117541118119653,3,4.131317874708748,4.789720572314069,1,3.025949272236385,2.742063870019304,150,5.31506717249091,4.808595599880161,4,3.463104009110416,7,False.
MT,147,778,714-9899,yes,no,0,2.570075436084611,2,1.3933016008981722,2.5549662851244683,1,2.258259167424898,3.4182581546014483,300,2.498604106004929,6.290877327553416,5,4.3690700559336495,6,False.
HI,119,727,946-8393,no,no,0,6.065583748482575,5,3.70881295179317,4.765179484009938,1,4.928902614741668,3.924180616937842,150,7.429149076198959,2.9913652254925664,6,0.67821510113715,8,True.
CT,159,678,768-1235,no,yes,600,7.089259487848039,6,3.927642381776223,5.887043860910702,0,7.011822193911874,3.7388624650653934,150,6.73529635984848,5.949866139307151,5,4.731209750542813,6,True.
CT,119,678,143-9045,no,no,0,6.770242467217661,3,5.290361915622826,3.996483558031151,1,6.145734419038757,3.7688656873068407,150,5.850592675051126,5.111488005505006,6,4.408799606386485,6,False.
AR,126,658,777-5039,no,no,0,6.69548896514725,0,4.233144864826094,2.590104036005599,2,7.330013358507541,6.254616117325756,250,3.080340365302114,3.053237273345512,9,6.497801422431987,6,False.
MN,39,777,239-3221,yes,yes,400,3.0993317194770675,3,5.531346406420892,5.881317230883491,4,3.060075129893882,4.474727824321396,200,4.163533426643361,4.680788936308332,4,6.508244523483884,5,False.
ID,183,736,336-1827,yes,yes,500,6.037680011544649,2,4.20634414295083,3.895164241089451,4,3.532291736563237,6.049770969075068,150,6.339123490923484,5.579913445077144,8,1.24773503466013,5,True.
LA,30,766,179-2655,yes,no,0,4.852382229031516,4,3.2716068731643286,4.161362614272741,0,6.303821010717993,2.5327311234974017,250,5.382389401522781,4.511539601071341,8,1.7062407356390117,7,False.
HI,43,727,307-7661,no,yes,800,0.3580072882559832,4,3.5718489704489733,5.131645755334879,3,2.9843938343486327,1.6337551211805996,450,4.937978724615371,5.043300587481876,6,2.2533729415011985,6,False.
RI,87,827,173-8828,no,no,0,7.724910459966075,0,6.103734798157375,5.343769207175506,1,6.828867561751663,5.204889259518982,350,3.586141660167627,4.624141672422344,9,6.569704459294216,7,False.
NH,24,787,642-5323,yes,yes,500,10.449854912097138,5,7.818642848211214,5.42612779203751,7,7.322279142843496,9.139956354980878,50,2.345055816886982,4.013143758337014,6,11.437072444631392,0,True.
ID,179,736,437-6416,no,yes,800,3.661870460743311,0,5.852766436751387,3.05703664707457,6,3.4075357848904333,7.753073961520004,450,2.0929201575141207,4.659121828559529,9,3.609985530457548,5,False.
WI,177,877,184-1767,no,no,0,10.304902897481124,4,6.274791051323771,6.970391102919953,0,8.533768251378046,3.5525300155823647,150,6.584743932729939,4.051775537445878,5,5.864651534316663,5,True.
TN,117,847,565-6777,yes,yes,600,4.551676440460909,6,1.94438892490872,3.784710729390389,1,7.49920079826364,4.8159466045828765,250,4.304167132147762,5.0100449134635365,6,2.8751755677719504,8,False.
NY,49,788,266-6102,no,yes,300,8.178914629175374,3,5.139210676365459,5.604239467718312,0,6.932914703293461,4.627188445884041,150,6.367121372852895,4.312672742730614,5,4.049272919944348,6,True.
MS,76,778,561-1610,yes,no,0,2.068338269363032,4,3.402358177612906,2.2794157562070545,4,5.105459462042778,3.771888033391649,300,3.5759908520200714,5.458535321353168,6,4.283477582761515,4,False.
AL,85,657,346-6295,yes,yes,300,3.117769504414663,5,5.4935967130350765,4.965221212619057,7,2.6754940466185766,4.583731445770934,200,6.0219212052685815,5.984560441171157,3,1.849619952340494,7,True.
MO,122,777,107-6947,no,yes,500,2.892991937751835,3,4.073963761244817,3.255493167121158,4,4.177232097669394,4.594015875974979,350,4.255656481766408,5.942732482405672,8,0.6929127333085914,6,False.
UT,90,858,140-7456,no,yes,500,3.7682365685272767,2,5.0077936456553696,6.908166494225906,2,3.699133829204098,4.505805883240245,300,4.361565744505645,4.8578798362019375,4,6.514264127848152,5,True.
MS,116,778,162-8907,no,no,0,7.505267313434411,7,4.470859009107555,7.353640620908337,1,5.847329201417691,3.467944309787377,150,7.898802672233569,5.923494405108292,5,1.4039616308378866,8,True.
MS,67,778,990-4577,yes,no,0,5.106437188103877,4,4.89128929601047,5.6312753566429645,0,5.391753117818794,3.1283729741815733,200,5.628820232078497,5.094612166815061,4,5.099617042633574,7,True.
NH,76,787,543-4970,no,no,0,9.507108959577732,5,7.921537150043422,4.808218941994472,6,6.510058277210261,3.502886226786313,150,7.3776870734229405,5.469766265900833,6,2.491634088774254,5,True.
ME,164,776,823-2642,yes,no,0,4.786313590805288,4,7.197683508338976,3.186888720329684,8,2.791440958325087,5.254766939690092,100,5.614661454481657,5.090137045846905,4,1.6849815500576932,6,True.
LA,194,766,923-2348,yes,yes,400,0.8957575388346575,3,2.626629886790918,2.402679905875007,2,3.6771820164075377,3.1184179740656504,150,5.031436435727397,4.7376704977147215,3,4.076215107237037,5,False.
AL,179,657,202-3896,yes,no,0,7.80815430964491,0,7.436380770212181,8.792251393926733,0,7.078485980562146,1.998594846092311,350,4.898330758863366,5.761917470534351,5,7.717511144266981,5,True.
OH,83,797,502-5296,no,yes,300,11.797944253500408,2,9.32234237292557,8.158438165669356,1,9.551730680114108,2.5042675833559374,250,5.4021639530472445,3.9317531883386776,5,9.53314290711071,3,True.
OH,79,797,921-1235,yes,yes,600,4.10622893657423,4,2.7576590228326787,2.2044094885599748,0,5.889324291875511,2.8838934296273138,150,8.104107337105424,5.402526516928585,2,1.4670655624151363,9,True.
HI,80,727,418-1916,no,yes,300,4.545161713699698,4,5.776542174063889,5.852146404057706,6,3.118278957673486,5.355011851891771,250,6.372858775100212,5.291061885262684,4,1.4676338367311352,8,True.
IL,62,737,677-2329,no,yes,300,6.813811158580743,4,4.003915101265189,3.188102471340649,1,6.95566287736953,5.71396555874413,0,6.394174356140695,5.700614447033512,2,4.497156547210678,7,True.
